ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Evaluación";"2";"2025-11-14 16:11:22"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Jornada escolar";"1";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Perfiles";"4";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"2";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Necesidades y expectativas de los estudiantes";"1";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Oferta de servicios a la comunidad";"2";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de las familias";"1";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"2";"2025-11-14 16:11:22"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Programas de seguridad";"3";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Ambiente Físico";"1";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Bienestar del Alumnado";"3";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"4";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"3";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Mecanismos de Comunicación";"3";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Metas institucionales";"1";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Académico";"2";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"3";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"1";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"1";"2025-11-14 16:11:22"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Sector Productivo";"4";"2025-11-14 16:11:22"
