ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Evaluación";"4";"2025-11-20 13:27:39"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"1";"2025-11-20 13:27:39"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"1";"2025-11-20 13:27:39"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Programas para la adecuación y embellecimiento de la planta física";"2";"2025-11-20 13:27:39"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Apoyo a estudiantes con bajo desempeño académico o con dificultades de interacción";"4";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Convivencia y manejo de conflictos";"2";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Estímulos";"1";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"1";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"4";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"1";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos físicos";"1";"2025-11-20 13:27:39"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Programas de seguridad";"1";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manual de Convivencia";"2";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"3";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Mecanismos de Comunicación";"2";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"1";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"2";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"4";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Familias o Acudientes";"2";"2025-11-20 13:27:39"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"4";"2025-11-20 13:27:39"
