ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Mantenimiento de la planta física";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Formación y capacitación";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Perfiles";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Escuela de padres";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Oferta de servicios a la comunidad";"2";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"3";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos físicos";"1";"2025-11-19 15:16:27"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Servicio social estudiantil";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Bienestar del Alumnado";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Reconocimiento de Logros";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Metas institucionales";"4";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Directivo";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"1";"2025-11-19 15:16:27"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Sector Productivo";"1";"2025-11-19 15:16:27"
