ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"4";"2025-11-18 18:08:13"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Mantenimiento de la planta física";"2";"2025-11-18 18:08:13"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Apoyo a estudiantes con bajo desempeño académico o con dificultades de interacción";"3";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Bienestar del talento humano";"3";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Perfiles";"3";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Pertenencia del personal vinculado";"4";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Ingresos y gastos";"3";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Oferta de servicios a la comunidad";"3";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de los estudiantes";"2";"2025-11-18 18:08:13"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"3";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Ambiente Físico";"3";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"1";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"2";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"2";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"2";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Política de inclusión de personas de diferentes grupos poblacionales o diversidad cultural";"3";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Asamblea de Padres de Familia";"2";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"2";"2025-11-18 18:08:13"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Sector Productivo";"2";"2025-11-18 18:08:13"
