ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Enfoque metodológico";"3";"2025-11-21 05:09:32"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Jornada escolar";"3";"2025-11-21 05:09:32"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"3";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"4";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Inducción";"4";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a estudiantes pertenecientes a grupos étnicos";"2";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"2";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Control fiscal";"1";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Necesidades y expectativas de los estudiantes";"4";"2025-11-21 05:09:32"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"2";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"3";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"4";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Conflictos";"4";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manual de Convivencia";"3";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Identificación y Divulgación de Buenas Prácticas";"1";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Articulación de planes, proyectos y acciones";"4";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"4";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Asamblea de Padres de Familia";"4";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"3";"2025-11-21 05:09:32"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"3";"2025-11-21 05:09:32"
