ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"3";"2025-11-14 23:38:12"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"1";"2025-11-14 23:38:12"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Convivencia y manejo de conflictos";"3";"2025-11-14 23:38:12"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"1";"2025-11-14 23:38:12"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Bienestar del Alumnado";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"1";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"4";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Pertenencia y Participación";"4";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Identificación y Divulgación de Buenas Prácticas";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Cultura Institucional";"Trabajo en Equipo";"4";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"4";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Asamblea de Padres de Familia";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"2";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Directivo";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"4";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Familias o Acudientes";"3";"2025-11-14 23:38:12"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"3";"2025-11-14 23:38:12"
