ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Jornada escolar";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Apoyo a la investigación";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Asignación académica";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Estímulos";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Asamblea y consejo de padres de familia";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Necesidades y expectativas de los estudiantes";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Oferta de servicios a la comunidad";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de los estudiantes";"4";"2025-11-20 20:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Servicio social estudiantil";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Ambiente Físico";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Motivación hacia el Aprendizaje";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Misión, visión y principios en el marco de una institución integrada";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Seguimiento y autoevaluación";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comisión de Evaluación y Promoción";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Comité de Convivencia";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"4";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"1";"2025-11-20 20:39:34"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Otras Instituciones";"4";"2025-11-20 20:39:34"
