ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Jornada escolar";"4";"2025-11-15 12:10:11"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de servicios complementarios";"Apoyo a estudiantes con bajo desempeño académico o con dificultades de interacción";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Formación y capacitación";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Asamblea y consejo de padres de familia";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Atención educativa a grupos poblacionales o en situación de vulnerabilidad que experimentan barreras al aprendizaje y la participación";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Oferta de servicios a la comunidad";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Participación de las familias";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Presupuesto anual del Fondo de Servicios Educativos (FSE)";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Proyectos de vida";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Servicio social estudiantil";"4";"2025-11-15 12:10:11"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Uso de la planta física y de los medios";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Bienestar del Alumnado";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Política de inclusión de personas de diferentes grupos poblacionales o diversidad cultural";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Estrategia pedagógica";"3";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Académico";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Directivo";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Estudiantil";"4";"2025-11-15 12:10:11"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"4";"2025-11-15 12:10:11"
