ÁREA;PROCESO;COMPONENTE;VALORACIÓN;FECHA
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Jornada escolar";"2";"2025-11-20 12:39:34"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Plan de estudios";"3";"2025-11-20 12:39:34"
"GESTIÓN ACADÉMICA";"Diseño pedagógico (curricular)";"Recursos para el aprendizaje";"1";"2025-11-20 12:39:34"
"GESTIÓN ADMINISTRATIVA Y FINANCIERA";"Administración de la planta física y de los recursos";"Mantenimiento de la planta física";"2";"2025-11-20 12:39:34"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Evaluación del desempeño";"3";"2025-11-20 12:39:34"
"GESTIÓN DE LA COMUNIDAD";"Administración de servicios complementarios";"Pertenencia del personal vinculado";"4";"2025-11-20 12:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Contabilidad";"2";"2025-11-20 12:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Ingresos y gastos";"2";"2025-11-20 12:39:34"
"GESTIÓN DE LA COMUNIDAD";"Apoyo financiero y contable";"Prevención de riesgos psicosociales";"1";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Inducción a los Nuevos Estudiantes";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Clima Escolar";"Manejo de Casos Difíciles";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Conocimiento y apropiación del direccionamiento institucional";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Direccionamiento estratégico y horizonte institucional";"Política de inclusión de personas de diferentes grupos poblacionales o diversidad cultural";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Liderazgo";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Gestión Estratégica";"Uso de información (interna y externa) para la toma de decisiones";"4";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo Académico";"1";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Gobierno Escolar";"Consejo de Padres de Familia";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Autoridades Educativas";"2";"2025-11-20 12:39:34"
"GESTIÓN DIRECTIVA";"Relaciones con el entorno";"Familias o Acudientes";"2";"2025-11-20 12:39:34"
